frame_id,location_id,class_id,split,source_view,nominal_height,altitude_reference,sequence_index,absolute_path,relative_path,filename,positive_tile_id,positive_location_id,georeferenced,split_protocol
drone_0002_150_0039,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,39,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/39.jpg,drone_view_512/0002/150/39.jpg,39.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0040,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,40,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/40.jpg,drone_view_512/0002/150/40.jpg,40.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0041,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,41,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/41.jpg,drone_view_512/0002/150/41.jpg,41.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0042,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,42,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/42.jpg,drone_view_512/0002/150/42.jpg,42.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0043,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,43,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/43.jpg,drone_view_512/0002/150/43.jpg,43.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0044,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,44,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/44.jpg,drone_view_512/0002/150/44.jpg,44.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0045,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,45,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/45.jpg,drone_view_512/0002/150/45.jpg,45.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0046,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,46,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/46.jpg,drone_view_512/0002/150/46.jpg,46.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0047,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,47,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/47.jpg,drone_view_512/0002/150/47.jpg,47.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0048,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,48,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/48.jpg,drone_view_512/0002/150/48.jpg,48.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_150_0049,0002,0002,test,drone,150,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,49,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/150/49.jpg,drone_view_512/0002/150/49.jpg,49.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0000,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,0,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/0.jpg,drone_view_512/0002/200/0.jpg,0.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0001,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,1,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/1.jpg,drone_view_512/0002/200/1.jpg,1.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0002,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,2,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/2.jpg,drone_view_512/0002/200/2.jpg,2.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0003,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,3,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/3.jpg,drone_view_512/0002/200/3.jpg,3.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0004,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,4,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/4.jpg,drone_view_512/0002/200/4.jpg,4.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0005,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,5,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/5.jpg,drone_view_512/0002/200/5.jpg,5.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0006,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,6,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/6.jpg,drone_view_512/0002/200/6.jpg,6.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0007,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,7,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/7.jpg,drone_view_512/0002/200/7.jpg,7.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0008,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,8,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/8.jpg,drone_view_512/0002/200/8.jpg,8.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0009,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,9,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/9.jpg,drone_view_512/0002/200/9.jpg,9.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0010,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,10,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/10.jpg,drone_view_512/0002/200/10.jpg,10.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0011,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,11,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/11.jpg,drone_view_512/0002/200/11.jpg,11.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0012,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,12,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/12.jpg,drone_view_512/0002/200/12.jpg,12.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0013,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,13,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/13.jpg,drone_view_512/0002/200/13.jpg,13.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0014,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,14,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/14.jpg,drone_view_512/0002/200/14.jpg,14.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0015,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,15,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/15.jpg,drone_view_512/0002/200/15.jpg,15.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0016,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,16,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/16.jpg,drone_view_512/0002/200/16.jpg,16.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0017,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,17,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/17.jpg,drone_view_512/0002/200/17.jpg,17.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0018,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,18,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/18.jpg,drone_view_512/0002/200/18.jpg,18.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0019,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,19,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/19.jpg,drone_view_512/0002/200/19.jpg,19.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
drone_0002_200_0020,0002,0002,test,drone,200,NOMINAL_DATASET_FOLDER_LABEL_NOT_VERIFIED_AS_AGL_OR_MSL,20,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0002/200/20.jpg,drone_view_512/0002/200/20.jpg,20.jpg,sat_0002,0002,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
