location_id,split,split_seed,split_protocol
0017,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0019,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0020,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0022,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0028,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0030,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0031,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0033,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0034,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0035,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0037,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0038,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0039,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0043,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0044,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0045,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0046,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0047,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0048,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0049,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0052,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0053,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0055,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0061,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0062,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0064,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0065,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0066,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0067,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0070,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0073,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0074,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0077,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0079,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0080,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0081,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0084,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0085,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0086,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0096,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0099,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0100,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0101,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0102,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0103,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0104,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0105,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0106,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0107,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0110,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0111,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0112,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0113,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0114,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0116,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0119,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0121,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0122,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0123,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0124,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0125,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0126,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0127,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0128,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0129,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0131,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0132,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0133,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0134,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0135,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0136,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0137,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0139,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0141,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0143,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0145,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0146,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0147,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0149,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0150,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0154,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0156,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0157,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0159,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0160,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0161,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0162,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0163,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0166,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0168,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0170,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0171,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0172,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0173,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0175,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0176,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0177,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0178,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0179,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0180,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0184,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0185,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0187,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0188,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0193,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0194,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0195,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0196,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0197,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0199,train,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0010,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0012,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0018,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0021,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0025,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0026,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0032,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0042,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0050,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0054,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0059,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0068,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0069,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0075,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0076,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0078,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0082,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0083,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0089,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0090,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0091,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0092,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0093,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0094,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0095,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0097,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0098,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0117,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0118,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0120,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0138,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0142,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0148,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0153,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0158,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0165,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0181,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0183,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0191,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
0200,validation,42,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
