map_id,tile_id,location_id,class_id,split,source_view,absolute_path,relative_path,filename,positive_location_id,crs,latitude,longitude,geographic_polygon,gsd_m_per_pixel,source_date,georeferenced,split_protocol
SUES200,sat_0144,0144,0144,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0144/0.png,satellite-view/0144/0.png,0.png,0144,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0151,0151,0151,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0151/0.png,satellite-view/0151/0.png,0.png,0151,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0152,0152,0152,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0152/0.png,satellite-view/0152/0.png,0.png,0152,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0155,0155,0155,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0155/0.png,satellite-view/0155/0.png,0.png,0155,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0164,0164,0164,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0164/0.png,satellite-view/0164/0.png,0.png,0164,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0167,0167,0167,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0167/0.png,satellite-view/0167/0.png,0.png,0167,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0169,0169,0169,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0169/0.png,satellite-view/0169/0.png,0.png,0169,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0174,0174,0174,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0174/0.png,satellite-view/0174/0.png,0.png,0174,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0182,0182,0182,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0182/0.png,satellite-view/0182/0.png,0.png,0182,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0186,0186,0186,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0186/0.png,satellite-view/0186/0.png,0.png,0186,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0189,0189,0189,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0189/0.png,satellite-view/0189/0.png,0.png,0189,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0190,0190,0190,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0190/0.png,satellite-view/0190/0.png,0.png,0190,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0192,0192,0192,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0192/0.png,satellite-view/0192/0.png,0.png,0192,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0198,0198,0198,test,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0198/0.png,satellite-view/0198/0.png,0.png,0198,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0001,0001,0001,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0001/0.png,satellite-view/0001/0.png,0.png,0001,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0003,0003,0003,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0003/0.png,satellite-view/0003/0.png,0.png,0003,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0004,0004,0004,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0004/0.png,satellite-view/0004/0.png,0.png,0004,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0005,0005,0005,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0005/0.png,satellite-view/0005/0.png,0.png,0005,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0006,0006,0006,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0006/0.png,satellite-view/0006/0.png,0.png,0006,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0011,0011,0011,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0011/0.png,satellite-view/0011/0.png,0.png,0011,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0013,0013,0013,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0013/0.png,satellite-view/0013/0.png,0.png,0013,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0014,0014,0014,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0014/0.png,satellite-view/0014/0.png,0.png,0014,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0015,0015,0015,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0015/0.png,satellite-view/0015/0.png,0.png,0015,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0016,0016,0016,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0016/0.png,satellite-view/0016/0.png,0.png,0016,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0017,0017,0017,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0017/0.png,satellite-view/0017/0.png,0.png,0017,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0019,0019,0019,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0019/0.png,satellite-view/0019/0.png,0.png,0019,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0020,0020,0020,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0020/0.png,satellite-view/0020/0.png,0.png,0020,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0022,0022,0022,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0022/0.png,satellite-view/0022/0.png,0.png,0022,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0028,0028,0028,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0028/0.png,satellite-view/0028/0.png,0.png,0028,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0030,0030,0030,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0030/0.png,satellite-view/0030/0.png,0.png,0030,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0031,0031,0031,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0031/0.png,satellite-view/0031/0.png,0.png,0031,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0033,0033,0033,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0033/0.png,satellite-view/0033/0.png,0.png,0033,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0034,0034,0034,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0034/0.png,satellite-view/0034/0.png,0.png,0034,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0035,0035,0035,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0035/0.png,satellite-view/0035/0.png,0.png,0035,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0037,0037,0037,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0037/0.png,satellite-view/0037/0.png,0.png,0037,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0038,0038,0038,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0038/0.png,satellite-view/0038/0.png,0.png,0038,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0039,0039,0039,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0039/0.png,satellite-view/0039/0.png,0.png,0039,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0043,0043,0043,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0043/0.png,satellite-view/0043/0.png,0.png,0043,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0044,0044,0044,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0044/0.png,satellite-view/0044/0.png,0.png,0044,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0045,0045,0045,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0045/0.png,satellite-view/0045/0.png,0.png,0045,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0046,0046,0046,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0046/0.png,satellite-view/0046/0.png,0.png,0046,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0047,0047,0047,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0047/0.png,satellite-view/0047/0.png,0.png,0047,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0048,0048,0048,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0048/0.png,satellite-view/0048/0.png,0.png,0048,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0049,0049,0049,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0049/0.png,satellite-view/0049/0.png,0.png,0049,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0052,0052,0052,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0052/0.png,satellite-view/0052/0.png,0.png,0052,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0053,0053,0053,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0053/0.png,satellite-view/0053/0.png,0.png,0053,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0055,0055,0055,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0055/0.png,satellite-view/0055/0.png,0.png,0055,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0061,0061,0061,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0061/0.png,satellite-view/0061/0.png,0.png,0061,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0062,0062,0062,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0062/0.png,satellite-view/0062/0.png,0.png,0062,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0064,0064,0064,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0064/0.png,satellite-view/0064/0.png,0.png,0064,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0065,0065,0065,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0065/0.png,satellite-view/0065/0.png,0.png,0065,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0066,0066,0066,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0066/0.png,satellite-view/0066/0.png,0.png,0066,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0067,0067,0067,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0067/0.png,satellite-view/0067/0.png,0.png,0067,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0070,0070,0070,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0070/0.png,satellite-view/0070/0.png,0.png,0070,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0073,0073,0073,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0073/0.png,satellite-view/0073/0.png,0.png,0073,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0074,0074,0074,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0074/0.png,satellite-view/0074/0.png,0.png,0074,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0077,0077,0077,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0077/0.png,satellite-view/0077/0.png,0.png,0077,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0079,0079,0079,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0079/0.png,satellite-view/0079/0.png,0.png,0079,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0080,0080,0080,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0080/0.png,satellite-view/0080/0.png,0.png,0080,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0081,0081,0081,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0081/0.png,satellite-view/0081/0.png,0.png,0081,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0084,0084,0084,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0084/0.png,satellite-view/0084/0.png,0.png,0084,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0085,0085,0085,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0085/0.png,satellite-view/0085/0.png,0.png,0085,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0086,0086,0086,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0086/0.png,satellite-view/0086/0.png,0.png,0086,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0096,0096,0096,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0096/0.png,satellite-view/0096/0.png,0.png,0096,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0099,0099,0099,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0099/0.png,satellite-view/0099/0.png,0.png,0099,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0100,0100,0100,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0100/0.png,satellite-view/0100/0.png,0.png,0100,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0101,0101,0101,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0101/0.png,satellite-view/0101/0.png,0.png,0101,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0102,0102,0102,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0102/0.png,satellite-view/0102/0.png,0.png,0102,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0103,0103,0103,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0103/0.png,satellite-view/0103/0.png,0.png,0103,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0104,0104,0104,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0104/0.png,satellite-view/0104/0.png,0.png,0104,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0105,0105,0105,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0105/0.png,satellite-view/0105/0.png,0.png,0105,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0106,0106,0106,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0106/0.png,satellite-view/0106/0.png,0.png,0106,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0107,0107,0107,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0107/0.png,satellite-view/0107/0.png,0.png,0107,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
SUES200,sat_0110,0110,0110,train,satellite,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/satellite-view/0110/0.png,satellite-view/0110/0.png,0.png,0110,UNKNOWN,,,,,,False,PROJECT_DEFINED_LOCATION_DISJOINT_60_20_20
