ordered_group_id,query_id_a,query_id_b,sample_id_a,sample_id_b,sequence_a,sequence_b,sequence_gap,is_step1_pair,delta_E_degrees,delta_N_degrees,degree_space_displacement,crs_status,metric_distance_claim_allowed
Chuanmei__100,q_000039,q_000040,Chuanmei_100_000039,Chuanmei_100_000040,39,40,1,True,0.00020730555556269792,3.5555555584210197e-06,0.0002073360444845224,UNVERIFIED,False
Chuanmei__100,q_000040,q_000041,Chuanmei_100_000040,Chuanmei_100_000041,40,41,1,True,0.00020819444443986868,5.833333318605582e-07,0.00020819526164973502,UNVERIFIED,False
Chuanmei__100,q_000041,q_000042,Chuanmei_100_000041,Chuanmei_100_000042,41,42,1,True,0.00021002777775436243,9.722222280572623e-07,0.0002100300279590911,UNVERIFIED,False
Chuanmei__100,q_000042,q_000043,Chuanmei_100_000042,Chuanmei_100_000043,42,43,1,True,0.00020672222224504821,2.88888887922667e-06,0.00020674240699210123,UNVERIFIED,False
Chuanmei__100,q_000043,q_000044,Chuanmei_100_000043,Chuanmei_100_000044,43,44,1,True,0.00020700000000317686,1.9444444987470888e-07,0.00020700009132838397,UNVERIFIED,False
Chuanmei__100,q_000044,q_000045,Chuanmei_100_000044,Chuanmei_100_000045,44,45,1,True,0.00020952777776983567,1.0277777811040778e-06,0.00020953029848767211,UNVERIFIED,False
Chuanmei__100,q_000045,q_000046,Chuanmei_100_000045,Chuanmei_100_000046,45,46,1,True,0.00020794444444049986,1.6111111058592087e-06,0.00020795068562681768,UNVERIFIED,False
Chuanmei__100,q_000046,q_000047,Chuanmei_100_000046,Chuanmei_100_000047,46,47,1,True,0.00020794444446892157,2.1111111117022574e-06,0.00020795516049286768,UNVERIFIED,False
Chuanmei__100,q_000047,q_000048,Chuanmei_100_000047,Chuanmei_100_000048,47,48,1,True,0.0002077222221998909,3.3888888850697185e-06,0.00020774986441279858,UNVERIFIED,False
Chuanmei__100,q_000048,q_000049,Chuanmei_100_000048,Chuanmei_100_000049,48,49,1,True,0.00020833333333314386,8.333333383347963e-07,0.00020833499999316392,UNVERIFIED,False
Chuanmei__100,q_000049,q_000050,Chuanmei_100_000049,Chuanmei_100_000050,49,50,1,True,0.00020761111112221897,1.861111108780733e-06,0.00020761945283610006,UNVERIFIED,False
Chuanmei__100,q_000050,q_000051,Chuanmei_100_000050,Chuanmei_100_000051,50,51,1,True,2.5833333410218984e-06,-0.00017858333333009568,0.00017860201721828033,UNVERIFIED,False
Chuanmei__100,q_000051,q_000052,Chuanmei_100_000051,Chuanmei_100_000052,51,52,1,True,-0.00020497222223525569,-2.805555556761874e-06,0.00020499142184501556,UNVERIFIED,False
Chuanmei__100,q_000052,q_000053,Chuanmei_100_000052,Chuanmei_100_000053,52,53,1,True,-0.00021041666666121728,-3.61111112567869e-07,0.00021041697652531138,UNVERIFIED,False
Chuanmei__100,q_000053,q_000054,Chuanmei_100_000053,Chuanmei_100_000054,53,54,1,True,-0.0002061388888989768,-2.0277777785793205e-06,0.00020614886223121388,UNVERIFIED,False
Chuanmei__100,q_000054,q_000055,Chuanmei_100_000054,Chuanmei_100_000055,54,55,1,True,-0.00020925000001170702,-1.6666666624587378e-07,0.00020925006638631449,UNVERIFIED,False
Chuanmei__100,q_000055,q_000056,Chuanmei_100_000055,Chuanmei_100_000056,55,56,1,True,-0.0002080833333195642,-1.3055555534435825e-06,0.00020808742893477247,UNVERIFIED,False
Chuanmei__100,q_000056,q_000057,Chuanmei_100_000056,Chuanmei_100_000057,56,57,1,True,-0.00021322222221442644,-5.00000002290335e-07,0.0002132228084564607,UNVERIFIED,False
Chuanmei__100,q_000057,q_000058,Chuanmei_100_000057,Chuanmei_100_000058,57,58,1,True,-0.00020513888890150156,-1.333333333519704e-06,0.00020514322196339043,UNVERIFIED,False
Chuanmei__100,q_000058,q_000059,Chuanmei_100_000058,Chuanmei_100_000059,58,59,1,True,-0.00020677777777677875,-8.333333312293689e-08,0.0002067777945688253,UNVERIFIED,False
Chuanmei__100,q_000059,q_000060,Chuanmei_100_000059,Chuanmei_100_000060,59,60,1,True,-0.0002090277777853089,-5.555555553371505e-07,0.00020902851606381255,UNVERIFIED,False
Chuanmei__100,q_000060,q_000061,Chuanmei_100_000060,Chuanmei_100_000061,60,61,1,True,-0.00020974999998202293,-8.333333276766552e-07,0.00020975165538534763,UNVERIFIED,False
Chuanmei__100,q_000061,q_000062,Chuanmei_100_000061,Chuanmei_100_000062,61,62,1,True,-0.00020730555557690877,-3.888888926439904e-07,0.00020730592033905263,UNVERIFIED,False
Chuanmei__100,q_000062,q_000063,Chuanmei_100_000062,Chuanmei_100_000063,62,63,1,True,-0.00020894444442376425,2.2222222284540294e-07,0.0002089445625956125,UNVERIFIED,False
Chuanmei__100,q_000063,q_000064,Chuanmei_100_000063,Chuanmei_100_000064,63,64,1,True,-0.0002065000000186501,-2.2222222284540294e-07,0.0002065001195893572,UNVERIFIED,False
Chuanmei__100,q_000064,q_000065,Chuanmei_100_000064,Chuanmei_100_000065,64,65,1,True,-0.0002092222222103146,-2.500000004346248e-06,0.00020923715794916541,UNVERIFIED,False
Chuanmei__100,q_000065,q_000066,Chuanmei_100_000065,Chuanmei_100_000066,65,66,1,True,-0.00020952777776983567,-1.3888888616975237e-07,0.00020952782380220615,UNVERIFIED,False
Chuanmei__100,q_000066,q_000067,Chuanmei_100_000066,Chuanmei_100_000067,66,67,1,True,-0.00020849999999938973,-1.1111110964634463e-07,0.00020850002960533172,UNVERIFIED,False
Chuanmei__100,q_000067,q_000068,Chuanmei_100_000067,Chuanmei_100_000068,67,68,1,True,-1.59722222150549e-05,-0.0001783333333342796,0.0001790471716073794,UNVERIFIED,False
Chuanmei__100,q_000068,q_000069,Chuanmei_100_000068,Chuanmei_100_000069,68,69,1,True,0.00020700000000317686,-9.444444444284272e-07,0.00020700215452169532,UNVERIFIED,False
Chuanmei__100,q_000069,q_000070,Chuanmei_100_000069,Chuanmei_100_000070,69,70,1,True,0.00020788888888034762,1.6388888823826164e-06,0.00020789534885772294,UNVERIFIED,False
Chuanmei__100,q_000070,q_000071,Chuanmei_100_000070,Chuanmei_100_000071,70,71,1,True,0.00020780555556143554,3.5555555619737333e-06,0.0002078359711348138,UNVERIFIED,False
Chuanmei__100,q_000071,q_000072,Chuanmei_100_000071,Chuanmei_100_000072,71,72,1,True,0.00020758333332082657,1.499999996212864e-06,0.00020758875276029293,UNVERIFIED,False
Chuanmei__100,q_000072,q_000073,Chuanmei_100_000072,Chuanmei_100_000073,72,73,1,True,0.0002073333333356686,2.4722222313755537e-06,0.0002073480720789098,UNVERIFIED,False
Chuanmei__100,q_000073,q_000074,Chuanmei_100_000073,Chuanmei_100_000074,73,74,1,True,0.00020933333334482995,2.5277777702115145e-06,0.00020934859471635644,UNVERIFIED,False
Chuanmei__100,q_000074,q_000075,Chuanmei_100_000074,Chuanmei_100_000075,74,75,1,True,0.0002105277777673109,1.9722222290852187e-06,0.00021053701544422812,UNVERIFIED,False
Chuanmei__100,q_000075,q_000076,Chuanmei_100_000075,Chuanmei_100_000076,75,76,1,True,0.00020852777778657128,1.861111108780733e-06,0.0002085360828325997,UNVERIFIED,False
Chuanmei__100,q_000076,q_000077,Chuanmei_100_000076,Chuanmei_100_000077,76,77,1,True,0.00020783333332019538,1.2777777769201748e-06,0.00020783726122866088,UNVERIFIED,False
Chuanmei__100,q_000077,q_000078,Chuanmei_100_000077,Chuanmei_100_000078,77,78,1,True,0.0002071666666836336,1.4722222196894563e-06,0.00020717189776384222,UNVERIFIED,False
Chuanmei__100,q_000078,q_000079,Chuanmei_100_000078,Chuanmei_100_000079,78,79,1,True,0.00020752777776067433,1.3888888901192331e-06,0.00020753242530899342,UNVERIFIED,False
Chuanmei__100,q_000079,q_000080,Chuanmei_100_000079,Chuanmei_100_000080,79,80,1,True,0.00020769444444113105,9.166666679050195e-07,0.0002076964673014207,UNVERIFIED,False
Chuanmei__100,q_000080,q_000081,Chuanmei_100_000080,Chuanmei_100_000081,80,81,1,True,0.0002099166666766905,2.4722222207174127e-06,0.00020993122405054803,UNVERIFIED,False
Chuanmei__100,q_000081,q_000082,Chuanmei_100_000081,Chuanmei_100_000082,81,82,1,True,0.00020527777775214417,4.3333333330508594e-06,0.0002053235101410309,UNVERIFIED,False
Chuanmei__100,q_000082,q_000083,Chuanmei_100_000082,Chuanmei_100_000083,82,83,1,True,0.00021269444444271812,1.0555555540747719e-06,0.00021269706367113827,UNVERIFIED,False
Chuanmei__100,q_000083,q_000084,Chuanmei_100_000083,Chuanmei_100_000084,83,84,1,True,0.00020733333336409032,3.972222224035704e-06,0.00020737138103716753,UNVERIFIED,False
Chuanmei__100,q_000084,q_000085,Chuanmei_100_000084,Chuanmei_100_000085,84,85,1,True,8.888888885394408e-06,-0.00018138888888685756,0.00018160655648193335,UNVERIFIED,False
Chuanmei__100,q_000085,q_000086,Chuanmei_100_000085,Chuanmei_100_000086,85,86,1,True,-0.00020497222224946654,-4.8611111083118885e-06,0.00020502985708206517,UNVERIFIED,False
Chuanmei__100,q_000086,q_000087,Chuanmei_100_000086,Chuanmei_100_000087,86,87,1,True,-0.00020647222220304684,-1.999999998503199e-06,0.00020648190850885306,UNVERIFIED,False
Chuanmei__100,q_000087,q_000088,Chuanmei_100_000087,Chuanmei_100_000088,87,88,1,True,-0.00020502777779540793,-1.8888888959622818e-06,0.00020503647862998538,UNVERIFIED,False
Chuanmei__100,q_000088,q_000089,Chuanmei_100_000088,Chuanmei_100_000089,88,89,1,True,-0.00020769444444113105,-3.6111111043624078e-06,0.000207725834635748,UNVERIFIED,False
Chuanmei__100,q_000089,q_000090,Chuanmei_100_000089,Chuanmei_100_000090,89,90,1,True,-0.00020849999999938973,-4.7222222292475635e-06,0.00020855346888155066,UNVERIFIED,False
Chuanmei__100,q_000090,q_000091,Chuanmei_100_000090,Chuanmei_100_000091,90,91,1,True,-0.00021236111109601552,-5.555555553371505e-07,0.00021236183778614582,UNVERIFIED,False
Chuanmei__100,q_000091,q_000092,Chuanmei_100_000091,Chuanmei_100_000092,91,92,1,True,-0.0002099722222226319,8.611111113054903e-07,0.0002099739879543567,UNVERIFIED,False
Chuanmei__100,q_000092,q_000093,Chuanmei_100_000092,Chuanmei_100_000093,92,93,1,True,-0.00020961111111716946,-2.305555554471539e-06,0.0002096237903726319,UNVERIFIED,False
Chuanmei__100,q_000093,q_000094,Chuanmei_100_000093,Chuanmei_100_000094,93,94,1,True,-0.00020469444444870533,-2.8333333332852817e-06,0.00020471405268310627,UNVERIFIED,False
Chuanmei__100,q_000094,q_000095,Chuanmei_100_000094,Chuanmei_100_000095,94,95,1,True,-0.000208333333318933,-4.27777777645133e-06,0.0002083772472091959,UNVERIFIED,False
Chuanmei__100,q_000095,q_000096,Chuanmei_100_000095,Chuanmei_100_000096,95,96,1,True,-0.00020727777777551637,-2.722222223638937e-06,0.0002072956527604745,UNVERIFIED,False
Chuanmei__100,q_000096,q_000097,Chuanmei_100_000096,Chuanmei_100_000097,96,97,1,True,-0.0002070833333362998,-1.7777777792105098e-06,0.00020709096416672869,UNVERIFIED,False
Chuanmei__100,q_000097,q_000098,Chuanmei_100_000097,Chuanmei_100_000098,97,98,1,True,-0.00020652777776319908,-1.4166666595372135e-06,0.0002065326364820572,UNVERIFIED,False
Chuanmei__100,q_000098,q_000099,Chuanmei_100_000098,Chuanmei_100_000099,98,99,1,True,-0.00021463888892014893,-3.1944444494058644e-06,0.00021466265886785335,UNVERIFIED,False
Chuanmei__100,q_000099,q_000100,Chuanmei_100_000099,Chuanmei_100_000100,99,100,1,True,-0.00020686111109569083,-2.555555550287636e-06,0.00020687689611920018,UNVERIFIED,False
Chuanmei__100,q_000100,q_000101,Chuanmei_100_000100,Chuanmei_100_000101,100,101,1,True,-0.00020399999998232943,-5.555555624425779e-07,0.00020400075645637535,UNVERIFIED,False
Chuanmei__100,q_000101,q_000102,Chuanmei_100_000101,Chuanmei_100_000102,101,102,1,True,1.4722221948204606e-06,-0.000180611111108675,0.00018061711129929267,UNVERIFIED,False
Chuanmei__100,q_000102,q_000103,Chuanmei_100_000102,Chuanmei_100_000103,102,103,1,True,0.00020486111112916205,7.222222215830243e-07,0.00020486238419488393,UNVERIFIED,False
Chuanmei__100,q_000103,q_000104,Chuanmei_100_000103,Chuanmei_100_000104,103,104,1,True,0.0002067222222166265,-2.7777780076121417e-08,0.00020672222408291127,UNVERIFIED,False
Chuanmei__100,q_000104,q_000105,Chuanmei_100_000104,Chuanmei_100_000105,104,105,1,True,0.00020977777778341533,2.2222222284540294e-07,0.00020977789548583118,UNVERIFIED,False
Chuanmei__100,q_000105,q_000106,Chuanmei_100_000105,Chuanmei_100_000106,105,106,1,True,0.00020633333330977166,-1.4166666666426408e-06,0.00020633819660733127,UNVERIFIED,False
Chuanmei__100,q_000106,q_000107,Chuanmei_100_000106,Chuanmei_100_000107,106,107,1,True,0.00020691666668426478,4.02777777708252e-06,0.00020695586472856643,UNVERIFIED,False
Chuanmei__100,q_000107,q_000108,Chuanmei_100_000107,Chuanmei_100_000108,107,108,1,True,0.0002083611111203254,5.833333354132719e-07,0.00020836192767652347,UNVERIFIED,False
Chuanmei__100,q_000108,q_000109,Chuanmei_100_000108,Chuanmei_100_000109,108,109,1,True,0.00020747222221473294,4.4444444924351956e-07,0.00020747269825591025,UNVERIFIED,False
Chuanmei__100,q_000109,q_000110,Chuanmei_100_000109,Chuanmei_100_000110,109,110,1,True,0.00020530555553932572,1.7499999955816747e-06,0.00020531301379916395,UNVERIFIED,False
Chuanmei__100,q_000110,q_000111,Chuanmei_100_000110,Chuanmei_100_000111,110,111,1,True,0.0002090000000123382,1.1666666672738302e-06,0.00020900325623365274,UNVERIFIED,False
Chuanmei__100,q_000111,q_000112,Chuanmei_100_000111,Chuanmei_100_000112,111,112,1,True,0.00020911111111843184,2.777777758922184e-07,0.00020911129561474657,UNVERIFIED,False
Chuanmei__100,q_000112,q_000113,Chuanmei_100_000112,Chuanmei_100_000113,112,113,1,True,0.00020955555555701721,-4.444444456908059e-07,0.00020955602686555078,UNVERIFIED,False
Chuanmei__100,q_000113,q_000114,Chuanmei_100_000113,Chuanmei_100_000114,113,114,1,True,0.00020902777777109804,9.444444479811409e-07,0.00020902991138887006,UNVERIFIED,False
Chuanmei__100,q_000114,q_000115,Chuanmei_100_000114,Chuanmei_100_000115,114,115,1,True,0.0002067499999895972,2.7777777766857525e-06,0.0002067686594846402,UNVERIFIED,False
Chuanmei__100,q_000115,q_000116,Chuanmei_100_000115,Chuanmei_100_000116,115,116,1,True,0.00020691666667005393,-5.277777788137428e-07,0.00020691733976453016,UNVERIFIED,False
Chuanmei__100,q_000116,q_000117,Chuanmei_100_000116,Chuanmei_100_000117,116,117,1,True,0.00020919444445155477,1.7222222226109807e-06,0.0002092015335478655,UNVERIFIED,False
Chuanmei__100,q_000117,q_000118,Chuanmei_100_000117,Chuanmei_100_000118,117,118,1,True,0.00020627777777804113,6.944444486123302e-07,0.00020627894671570128,UNVERIFIED,False
Chuanmei__100,q_000118,q_000119,Chuanmei_100_000118,Chuanmei_100_000119,118,119,1,True,-8.16666666025867e-06,-0.00017869444445040017,0.0001788809629943246,UNVERIFIED,False
Chuanmei__100,q_000119,q_000120,Chuanmei_100_000119,Chuanmei_100_000120,119,120,1,True,-0.0002019722222286191,-2.5277777808696555e-06,0.00020198803977581484,UNVERIFIED,False
Chuanmei__100,q_000120,q_000121,Chuanmei_100_000120,Chuanmei_100_000121,120,121,1,True,-0.0002073333333356686,-2.916666662855505e-06,0.0002073538474600886,UNVERIFIED,False
Chuanmei__100,q_000121,q_000122,Chuanmei_100_000121,Chuanmei_100_000122,121,122,1,True,-0.00021077777778089057,-2.8333333368379954e-06,0.00021079682014690858,UNVERIFIED,False
Chuanmei__100,q_000122,q_000123,Chuanmei_100_000122,Chuanmei_100_000123,122,123,1,True,-0.0002064166666713163,-2.777776941798038e-08,0.00020641666854036224,UNVERIFIED,False
Chuanmei__100,q_000123,q_000124,Chuanmei_100_000123,Chuanmei_100_000124,123,124,1,True,-0.00020847222221220818,-1.7499999991343884e-06,0.00020847956718607525,UNVERIFIED,False
Chuanmei__100,q_000124,q_000125,Chuanmei_100_000124,Chuanmei_100_000125,124,125,1,True,-0.0002065000000186501,-2.416666671223311e-06,0.00020651414064296492,UNVERIFIED,False
Chuanmei__100,q_000125,q_000126,Chuanmei_100_000125,Chuanmei_100_000126,125,126,1,True,-0.00020838888887908524,-2.3333333345476603e-06,0.00020840195165283326,UNVERIFIED,False
Chuanmei__100,q_000126,q_000127,Chuanmei_100_000126,Chuanmei_100_000127,126,127,1,True,-0.00021105555555323008,-2.1944444448251943e-06,0.0002110669635833709,UNVERIFIED,False
Chuanmei__100,q_000127,q_000128,Chuanmei_100_000127,Chuanmei_100_000128,127,128,1,True,-0.00020725000000254568,-2.0277777785793205e-06,0.00020725991986820434,UNVERIFIED,False
Chuanmei__100,q_000128,q_000129,Chuanmei_100_000128,Chuanmei_100_000129,128,129,1,True,-0.0002096388888759293,-2.833333329732568e-06,0.00020965803468241231,UNVERIFIED,False
Chuanmei__100,q_000129,q_000130,Chuanmei_100_000129,Chuanmei_100_000130,129,130,1,True,-0.00020636111112537492,-2.6111111139925924e-06,0.00020637762981037686,UNVERIFIED,False
Chuanmei__100,q_000130,q_000131,Chuanmei_100_000130,Chuanmei_100_000131,130,131,1,True,-0.0002115833333249384,-2.166666664749073e-06,0.00021159442664051462,UNVERIFIED,False
Chuanmei__100,q_000131,q_000132,Chuanmei_100_000131,Chuanmei_100_000132,131,132,1,True,-0.00020869444445281715,-9.72222220951835e-07,0.00020869670903374805,UNVERIFIED,False
Chuanmei__100,q_000132,q_000133,Chuanmei_100_000132,Chuanmei_100_000133,132,133,1,True,-0.00020727777777551637,-3.4722222252980828e-06,0.0002073068582723162,UNVERIFIED,False
Chuanmei__100,q_000133,q_000134,Chuanmei_100_000133,Chuanmei_100_000134,133,134,1,True,-0.00020588888888539714,-1.8055555557339176e-06,0.00020589680569967143,UNVERIFIED,False
Chuanmei__100,q_000134,q_000135,Chuanmei_100_000134,Chuanmei_100_000135,134,135,1,True,-0.00021038888887403573,-1.3055555534435825e-06,0.0002103929396081401,UNVERIFIED,False
Chuanmei__100,q_000135,q_000136,Chuanmei_100_000135,Chuanmei_100_000136,135,136,1,True,4.02777774866081e-06,-0.00017250000000146315,0.00017254701676382988,UNVERIFIED,False
Chuanmei__100,q_000136,q_000137,Chuanmei_100_000136,Chuanmei_100_000137,136,137,1,True,0.00020797222224189227,-2.9444444429316263e-06,0.0002079930647336794,UNVERIFIED,False
Chuanmei__100,q_000137,q_000138,Chuanmei_100_000137,Chuanmei_100_000138,137,138,1,True,0.00020744444444176224,1.750000002687102e-06,0.00020745182580483786,UNVERIFIED,False
Chuanmei__100,q_000138,q_000139,Chuanmei_100_000138,Chuanmei_100_000139,138,139,1,True,0.0002084166666662668,4.7222221866149994e-07,0.00020841720163676885,UNVERIFIED,False
Chuanmei__100,q_000139,q_000140,Chuanmei_100_000139,Chuanmei_100_000140,139,140,1,True,0.00020808333333377504,9.72222220951835e-07,0.00020808560456538516,UNVERIFIED,False
Chuanmei__100,q_000140,q_000141,Chuanmei_100_000140,Chuanmei_100_000141,140,141,1,True,0.0002081111111209566,-1.6666666624587378e-07,0.00020811117785879928,UNVERIFIED,False
Chuanmei__100,q_000141,q_000142,Chuanmei_100_000141,Chuanmei_100_000142,141,142,1,True,0.00020441666663373326,1.30555556054901e-06,0.00020442083571145216,UNVERIFIED,False
Chuanmei__100,q_000142,q_000143,Chuanmei_100_000142,Chuanmei_100_000143,142,143,1,True,0.00021113888892898558,-3.3333333604446125e-07,0.0002111391520520991,UNVERIFIED,False
Chuanmei__100,q_000143,q_000144,Chuanmei_100_000143,Chuanmei_100_000144,143,144,1,True,0.0002063611110969532,3.3333333604446125e-07,0.0002063613803120196,UNVERIFIED,False
Chuanmei__100,q_000144,q_000145,Chuanmei_100_000144,Chuanmei_100_000145,144,145,1,True,0.00020827777778720247,1.1944444402445242e-06,0.00020828120274642194,UNVERIFIED,False
