model,map_size,query_id,query_sample_key,positive_rank,reciprocal_rank,top1_correct,top1_sample_key,top1_gallery_member,top1_similarity,positive_similarity,site_token,nominal_level_token,top1_similarity_from_top5,top2_similarity,top1_top2_margin,success_at_1,success_at_5,success_at_10
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000010,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000010,1527,0.0006548788474132,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000179,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000179/Satellite/0.jpg,0.6028514504432678,-0.0705376267433166,Chuanmei,100,0.6028514504432678,0.5466221570968628,0.05622929334640503,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000011,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000011,2181,0.0004585052728106,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_80_000000,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_80_000000/Satellite/0.jpg,0.6455909609794617,-0.1482046395540237,Chuanmei,100,0.6455909609794617,0.6371175050735474,0.008473455905914307,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000012,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000012,1440,0.0006944444444444,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000110,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000110/Satellite/0.jpg,0.6668931841850281,-0.1248938739299774,Chuanmei,100,0.6668931841850281,0.6603225469589233,0.006570637226104736,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000013,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000013,1345,0.0007434944237918,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000139,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000139/Satellite/0.jpg,0.7604258060455322,-0.0806736648082733,Chuanmei,100,0.7604258060455322,0.7344824075698853,0.025943398475646973,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000014,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000014,1209,0.0008271298593879,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000138,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000138/Satellite/0.jpg,0.7558906674385071,-0.0073229419067502,Chuanmei,100,0.7558906674385071,0.7340030074119568,0.021887660026550293,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000015,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000015,1297,0.0007710100231303,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000120,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000120/Satellite/0.jpg,0.7651541829109192,0.1149322092533111,Chuanmei,100,0.7651541829109192,0.7453941702842712,0.01976001262664795,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000016,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000016,388,0.0025773195876288,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000156,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000156/Satellite/0.jpg,0.8205395936965942,0.4632822871208191,Chuanmei,100,0.8205395936965942,0.8054915070533752,0.015048086643218994,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000017,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000017,819,0.0012210012210012,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_100_000169,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_100_000169/Satellite/0.jpg,0.8195463418960571,0.2888146638870239,Chuanmei,100,0.8195463418960571,0.8086315393447876,0.010914802551269531,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000018,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000018,1494,0.000669344042838,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000134,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000134/Satellite/0.jpg,0.8095656037330627,0.0973789393901825,Chuanmei,100,0.8095656037330627,0.7868636250495911,0.02270197868347168,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000019,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000019,1649,0.0006064281382656,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000062,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000062/Satellite/0.jpg,0.708358645439148,-0.028208514675498,Chuanmei,100,0.708358645439148,0.6872497200965881,0.021108925342559814,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000020,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000020,1232,0.0008116883116883,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_80_000000,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_80_000000/Satellite/0.jpg,0.7685965299606323,0.0249952189624309,Chuanmei,100,0.7685965299606323,0.7536165118217468,0.014980018138885498,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000021,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000021,1104,0.0009057971014492,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000139,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000139/Satellite/0.jpg,0.8323026299476624,-0.0106487153097987,Chuanmei,100,0.8323026299476624,0.8103113174438477,0.021991312503814697,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000022,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000022,1414,0.0007072135785007,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.77226322889328,-0.0885160416364669,Chuanmei,100,0.77226322889328,0.758091926574707,0.014171302318572998,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000023,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000023,1565,0.0006389776357827,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.7768163084983826,-0.0789442211389541,Chuanmei,100,0.7768163084983826,0.726073145866394,0.050743162631988525,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000024,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000024,1104,0.0009057971014492,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.7827422022819519,0.02271662466228,Chuanmei,100,0.7827422022819519,0.7565828561782837,0.026159346103668213,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000025,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000025,1247,0.0008019246190858,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000159,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000159/Satellite/0.jpg,0.7439262866973877,-0.0295027215033769,Chuanmei,100,0.7439262866973877,0.7354090213775635,0.008517265319824219,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000026,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000026,953,0.0010493179433368,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.8225402235984802,0.1570749431848526,Chuanmei,100,0.8225402235984802,0.7963032126426697,0.026237010955810547,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000027,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000027,1390,0.0007194244604316,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000145,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000145/Satellite/0.jpg,0.7077473998069763,0.037325594574213,Chuanmei,100,0.7077473998069763,0.6398941278457642,0.06785327196121216,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000028,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000028,2005,0.0004987531172069,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000145,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_90_000145/Satellite/0.jpg,0.6258689165115356,-0.0126252239570021,Chuanmei,100,0.6258689165115356,0.57734614610672,0.048522770404815674,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000029,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000029,2282,0.0004382120946538,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.6887344121932983,-0.1539541184902191,Chuanmei,100,0.6887344121932983,0.681687593460083,0.007046818733215332,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000030,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000030,1912,0.0005230125523012,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122/Satellite/0.jpg,0.7687240839004517,-0.0767649337649345,Chuanmei,100,0.7687240839004517,0.7352386713027954,0.03348541259765625,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000031,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000031,1562,0.0006402048655569,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122/Satellite/0.jpg,0.6872571110725403,-0.0874281153082847,Chuanmei,100,0.6872571110725403,0.6328286528587341,0.05442845821380615,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000032,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000032,1859,0.0005379236148466,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.8376500606536865,-0.0877147614955902,Chuanmei,100,0.8376500606536865,0.8187812566757202,0.01886880397796631,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000033,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000033,1787,0.0005595970900951,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.7189164161682129,-0.1025328189134597,Chuanmei,100,0.7189164161682129,0.6671223640441895,0.05179405212402344,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000034,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000034,2100,0.0004761904761904,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000099,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000099/Satellite/0.jpg,0.8113194704055786,-0.0371377393603324,Chuanmei,100,0.8113194704055786,0.8008592128753662,0.010460257530212402,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000035,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000035,2069,0.000483325277912,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000067,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000067/Satellite/0.jpg,0.7753557562828064,0.0040366076864302,Chuanmei,100,0.7753557562828064,0.7744015455245972,0.0009542107582092285,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000036,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000036,2084,0.0004798464491362,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_90_000188,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_90_000188/Satellite/0.jpg,0.768710196018219,-0.0085193570703268,Chuanmei,100,0.768710196018219,0.7539343237876892,0.014775872230529785,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000037,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000037,1710,0.0005847953216374,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000067,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000067/Satellite/0.jpg,0.817276120185852,0.1157433837652206,Chuanmei,100,0.817276120185852,0.7893654704093933,0.02791064977645874,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000038,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000038,1042,0.0009596928982725,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_90_000037,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_90_000037/Satellite/0.jpg,0.5785390138626099,0.1789971739053726,Chuanmei,100,0.5785390138626099,0.5698571801185608,0.008681833744049072,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000039,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000039,1365,0.0007326007326007,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000104,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000104/Satellite/0.jpg,0.6506723761558533,0.0338915362954139,Chuanmei,100,0.6506723761558533,0.6437487006187439,0.006923675537109375,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000040,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000040,2025,0.0004938271604938,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000059,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000059/Satellite/0.jpg,0.6703013777732849,-0.1030492857098579,Chuanmei,100,0.6703013777732849,0.6612353324890137,0.00906604528427124,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000041,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000041,1558,0.0006418485237483,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000189/Satellite/0.jpg,0.5951464176177979,0.0568209774792194,Chuanmei,100,0.5951464176177979,0.5821213126182556,0.013025104999542236,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000042,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000042,1067,0.0009372071227741,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122/Satellite/0.jpg,0.7295144200325012,0.0961121469736099,Chuanmei,100,0.7295144200325012,0.646902859210968,0.0826115608215332,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000043,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000043,1663,0.0006013229104028,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000043,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000043/Satellite/0.jpg,0.7571938037872314,0.0703035295009613,Chuanmei,100,0.7571938037872314,0.7538555860519409,0.0033382177352905273,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000044,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000044,1978,0.0005055611729019,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000064,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000064/Satellite/0.jpg,0.8097579479217529,0.0250594168901443,Chuanmei,100,0.8097579479217529,0.8033460974693298,0.006411850452423096,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000045,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000045,1425,0.0007017543859649,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122/Satellite/0.jpg,0.7671292424201965,0.0861619040369987,Chuanmei,100,0.7671292424201965,0.7450333833694458,0.022095859050750732,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000046,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000046,880,0.0011363636363636,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000159,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000159/Satellite/0.jpg,0.7807009220123291,0.1642740964889526,Chuanmei,100,0.7807009220123291,0.7341762185096741,0.04652470350265503,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000047,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000047,1097,0.0009115770282588,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_80_000171,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_80_000171/Satellite/0.jpg,0.8183655142784119,0.3821777999401092,Chuanmei,100,0.8183655142784119,0.8028501868247986,0.015515327453613281,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000048,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000048,165,0.006060606060606,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_100_000167,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_100_000167/Satellite/0.jpg,0.8267961740493774,0.6350804567337036,Chuanmei,100,0.8267961740493774,0.8103840351104736,0.01641213893890381,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000049,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000049,21,0.0476190476190476,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000134,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000134/Satellite/0.jpg,0.863248884677887,0.7401360273361206,Chuanmei,100,0.863248884677887,0.8309545516967773,0.03229433298110962,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000050,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000050,51,0.0196078431372549,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000170,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000170/Satellite/0.jpg,0.8413328528404236,0.6678649187088013,Chuanmei,100,0.8413328528404236,0.834246039390564,0.007086813449859619,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000051,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000051,16,0.0625,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_80_000169,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_80_000169/Satellite/0.jpg,0.8696322441101074,0.7924700379371643,Chuanmei,100,0.8696322441101074,0.865097165107727,0.004535079002380371,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000052,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000052,132,0.0075757575757575,False,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000134,map2019/merge_test_700-1800_cr0.95_stride100/Jinrong_90_000134/Satellite/0.jpg,0.8480584621429443,0.5266251564025879,Chuanmei,100,0.8480584621429443,0.8157240748405457,0.03233438730239868,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000053,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000053,168,0.0059523809523809,False,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_100_000034,map2019/merge_test_700-1800_cr0.95_stride100/Ligong_100_000034/Satellite/0.jpg,0.7019607424736023,0.4592990279197693,Chuanmei,100,0.7019607424736023,0.694393515586853,0.007567226886749268,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000054,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000054,743,0.0013458950201884,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_90_000191,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_90_000191/Satellite/0.jpg,0.8379310369491577,0.2737433612346649,Chuanmei,100,0.8379310369491577,0.8041583299636841,0.03377270698547363,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000055,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000055,855,0.0011695906432748,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000159,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_90_000159/Satellite/0.jpg,0.8271572589874268,0.2603121697902679,Chuanmei,100,0.8271572589874268,0.8094847798347473,0.017672479152679443,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000056,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000056,1025,0.0009756097560975,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122/Satellite/0.jpg,0.852690577507019,0.2845954596996307,Chuanmei,100,0.852690577507019,0.8403258323669434,0.012364745140075684,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000057,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000057,1282,0.000780031201248,False,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000170,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000170/Satellite/0.jpg,0.8809111714363098,0.2941007316112518,Chuanmei,100,0.8809111714363098,0.8792446255683899,0.0016665458679199219,False,False,False
AdvancedEdgeGeoLPN_LOCAL_REIMPLEMENTATION,700,q_000058,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_100_000058,611,0.0016366612111292,False,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122,map2019/merge_test_700-1800_cr0.95_stride100/Chuanmei_80_000122/Satellite/0.jpg,0.7648372054100037,0.3929508030414581,Chuanmei,100,0.7648372054100037,0.7597054243087769,0.005131781101226807,False,False,False
