view,absolute_path,relative_path,filename,path_depth,level_1,level_2,level_3,parent_folder
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/41.jpg,0001/150/41.jpg,41.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/42.jpg,0001/150/42.jpg,42.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/43.jpg,0001/150/43.jpg,43.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/44.jpg,0001/150/44.jpg,44.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/45.jpg,0001/150/45.jpg,45.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/46.jpg,0001/150/46.jpg,46.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/47.jpg,0001/150/47.jpg,47.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/48.jpg,0001/150/48.jpg,48.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/49.jpg,0001/150/49.jpg,49.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/5.jpg,0001/150/5.jpg,5.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/6.jpg,0001/150/6.jpg,6.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/7.jpg,0001/150/7.jpg,7.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/8.jpg,0001/150/8.jpg,8.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/150/9.jpg,0001/150/9.jpg,9.jpg,3,0001,150,,150
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/0.jpg,0001/200/0.jpg,0.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/1.jpg,0001/200/1.jpg,1.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/10.jpg,0001/200/10.jpg,10.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/11.jpg,0001/200/11.jpg,11.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/12.jpg,0001/200/12.jpg,12.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/13.jpg,0001/200/13.jpg,13.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/14.jpg,0001/200/14.jpg,14.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/15.jpg,0001/200/15.jpg,15.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/16.jpg,0001/200/16.jpg,16.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/17.jpg,0001/200/17.jpg,17.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/18.jpg,0001/200/18.jpg,18.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/19.jpg,0001/200/19.jpg,19.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/2.jpg,0001/200/2.jpg,2.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/20.jpg,0001/200/20.jpg,20.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/21.jpg,0001/200/21.jpg,21.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/22.jpg,0001/200/22.jpg,22.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/23.jpg,0001/200/23.jpg,23.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/24.jpg,0001/200/24.jpg,24.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/25.jpg,0001/200/25.jpg,25.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/26.jpg,0001/200/26.jpg,26.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/27.jpg,0001/200/27.jpg,27.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/28.jpg,0001/200/28.jpg,28.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/29.jpg,0001/200/29.jpg,29.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/3.jpg,0001/200/3.jpg,3.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/30.jpg,0001/200/30.jpg,30.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/31.jpg,0001/200/31.jpg,31.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/32.jpg,0001/200/32.jpg,32.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/33.jpg,0001/200/33.jpg,33.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/34.jpg,0001/200/34.jpg,34.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/35.jpg,0001/200/35.jpg,35.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/36.jpg,0001/200/36.jpg,36.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/37.jpg,0001/200/37.jpg,37.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/38.jpg,0001/200/38.jpg,38.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/39.jpg,0001/200/39.jpg,39.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/4.jpg,0001/200/4.jpg,4.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/40.jpg,0001/200/40.jpg,40.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/41.jpg,0001/200/41.jpg,41.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/42.jpg,0001/200/42.jpg,42.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/43.jpg,0001/200/43.jpg,43.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/44.jpg,0001/200/44.jpg,44.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/45.jpg,0001/200/45.jpg,45.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/46.jpg,0001/200/46.jpg,46.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/47.jpg,0001/200/47.jpg,47.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/48.jpg,0001/200/48.jpg,48.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/49.jpg,0001/200/49.jpg,49.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/5.jpg,0001/200/5.jpg,5.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/6.jpg,0001/200/6.jpg,6.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/7.jpg,0001/200/7.jpg,7.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/8.jpg,0001/200/8.jpg,8.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/200/9.jpg,0001/200/9.jpg,9.jpg,3,0001,200,,200
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/0.jpg,0001/250/0.jpg,0.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/1.jpg,0001/250/1.jpg,1.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/10.jpg,0001/250/10.jpg,10.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/11.jpg,0001/250/11.jpg,11.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/12.jpg,0001/250/12.jpg,12.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/13.jpg,0001/250/13.jpg,13.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/14.jpg,0001/250/14.jpg,14.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/15.jpg,0001/250/15.jpg,15.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/16.jpg,0001/250/16.jpg,16.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/17.jpg,0001/250/17.jpg,17.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/18.jpg,0001/250/18.jpg,18.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/19.jpg,0001/250/19.jpg,19.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/2.jpg,0001/250/2.jpg,2.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/20.jpg,0001/250/20.jpg,20.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/21.jpg,0001/250/21.jpg,21.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/22.jpg,0001/250/22.jpg,22.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/23.jpg,0001/250/23.jpg,23.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/24.jpg,0001/250/24.jpg,24.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/25.jpg,0001/250/25.jpg,25.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/26.jpg,0001/250/26.jpg,26.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/27.jpg,0001/250/27.jpg,27.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/28.jpg,0001/250/28.jpg,28.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/29.jpg,0001/250/29.jpg,29.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/3.jpg,0001/250/3.jpg,3.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/30.jpg,0001/250/30.jpg,30.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/31.jpg,0001/250/31.jpg,31.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/32.jpg,0001/250/32.jpg,32.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/33.jpg,0001/250/33.jpg,33.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/34.jpg,0001/250/34.jpg,34.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/35.jpg,0001/250/35.jpg,35.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/36.jpg,0001/250/36.jpg,36.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/37.jpg,0001/250/37.jpg,37.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/38.jpg,0001/250/38.jpg,38.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/39.jpg,0001/250/39.jpg,39.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/4.jpg,0001/250/4.jpg,4.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/40.jpg,0001/250/40.jpg,40.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/41.jpg,0001/250/41.jpg,41.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/42.jpg,0001/250/42.jpg,42.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/43.jpg,0001/250/43.jpg,43.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/44.jpg,0001/250/44.jpg,44.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/45.jpg,0001/250/45.jpg,45.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/46.jpg,0001/250/46.jpg,46.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/47.jpg,0001/250/47.jpg,47.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/48.jpg,0001/250/48.jpg,48.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/49.jpg,0001/250/49.jpg,49.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/5.jpg,0001/250/5.jpg,5.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/6.jpg,0001/250/6.jpg,6.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/7.jpg,0001/250/7.jpg,7.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/8.jpg,0001/250/8.jpg,8.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/250/9.jpg,0001/250/9.jpg,9.jpg,3,0001,250,,250
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/0.jpg,0001/300/0.jpg,0.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/1.jpg,0001/300/1.jpg,1.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/10.jpg,0001/300/10.jpg,10.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/11.jpg,0001/300/11.jpg,11.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/12.jpg,0001/300/12.jpg,12.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/13.jpg,0001/300/13.jpg,13.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/14.jpg,0001/300/14.jpg,14.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/15.jpg,0001/300/15.jpg,15.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/16.jpg,0001/300/16.jpg,16.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/17.jpg,0001/300/17.jpg,17.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/18.jpg,0001/300/18.jpg,18.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/19.jpg,0001/300/19.jpg,19.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/2.jpg,0001/300/2.jpg,2.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/20.jpg,0001/300/20.jpg,20.jpg,3,0001,300,,300
drone,/content/drive/MyDrive/SUES-200-512x512_extracted/SUES-200-512x512/drone_view_512/0001/300/21.jpg,0001/300/21.jpg,21.jpg,3,0001,300,,300
