frame_id,query_location_id,nominal_height,positive_tile_id,positive_rank,reciprocal_rank,top1_tile_id,top1_location_id,top1_score,top2_tile_id,top2_score,top1_top2_margin,top1_correct
drone_0007_150_0011,0007,150,sat_0007,4,0.25,sat_0058,0058,0.81552523,sat_0071,0.81552523,0.0,False
drone_0007_150_0012,0007,150,sat_0007,4,0.25,sat_0058,0058,0.823151,sat_0071,0.823151,0.0,False
drone_0007_150_0013,0007,150,sat_0007,4,0.25,sat_0058,0058,0.82307327,sat_0071,0.82307327,0.0,False
drone_0007_150_0014,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.8053635,sat_0071,0.8053635,0.0,False
drone_0007_150_0015,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.7793259,sat_0071,0.7793259,0.0,False
drone_0007_150_0016,0007,150,sat_0007,1,1.0,sat_0007,0007,0.7439037,sat_0058,0.7266963,0.017207384,True
drone_0007_150_0017,0007,150,sat_0007,1,1.0,sat_0007,0007,0.75924623,sat_0058,0.69314456,0.06610167,True
drone_0007_150_0018,0007,150,sat_0007,1,1.0,sat_0007,0007,0.7474998,sat_0058,0.69223803,0.05526179,True
drone_0007_150_0019,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.75333714,sat_0071,0.75333714,0.0,False
drone_0007_150_0020,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.75245583,sat_0071,0.75245583,0.0,False
drone_0007_150_0021,0007,150,sat_0007,4,0.25,sat_0058,0058,0.75122774,sat_0071,0.75122774,0.0,False
drone_0007_150_0022,0007,150,sat_0007,4,0.25,sat_0058,0058,0.79315215,sat_0071,0.79315215,0.0,False
drone_0007_150_0023,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.7290853,sat_0071,0.7290853,0.0,False
drone_0007_150_0024,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.72875136,sat_0071,0.72875136,0.0,False
drone_0007_150_0025,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.76641893,sat_0071,0.76641893,0.0,False
drone_0007_150_0026,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.73296493,sat_0071,0.73296493,0.0,False
drone_0007_150_0027,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.7362536,sat_0071,0.7362536,0.0,False
drone_0007_150_0028,0007,150,sat_0007,1,1.0,sat_0007,0007,0.7881743,sat_0058,0.73493856,0.05323571,True
drone_0007_150_0029,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.7944948,sat_0071,0.7944948,0.0,False
drone_0007_150_0030,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.8156498,sat_0071,0.8156498,0.0,False
drone_0007_150_0031,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.80619264,sat_0071,0.80619264,0.0,False
drone_0007_150_0032,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8229422,sat_0071,0.8229422,0.0,False
drone_0007_150_0033,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8375335,sat_0071,0.8375335,0.0,False
drone_0007_150_0034,0007,150,sat_0007,4,0.25,sat_0058,0058,0.76921,sat_0071,0.76921,0.0,False
drone_0007_150_0035,0007,150,sat_0007,5,0.2,sat_0058,0058,0.7530792,sat_0071,0.7530792,0.0,False
drone_0007_150_0036,0007,150,sat_0007,5,0.2,sat_0058,0058,0.6781492,sat_0071,0.6781492,0.0,False
drone_0007_150_0037,0007,150,sat_0007,4,0.25,sat_0058,0058,0.63149184,sat_0071,0.63149184,0.0,False
drone_0007_150_0038,0007,150,sat_0007,1,1.0,sat_0007,0007,0.7124551,sat_0058,0.592909,0.119546115,True
drone_0007_150_0039,0007,150,sat_0007,1,1.0,sat_0007,0007,0.7748793,sat_0058,0.6349114,0.13996786,True
drone_0007_150_0040,0007,150,sat_0007,1,1.0,sat_0007,0007,0.7644466,sat_0058,0.7061453,0.05830133,True
drone_0007_150_0041,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.70070684,sat_0071,0.70070684,0.0,False
drone_0007_150_0042,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.83306974,sat_0071,0.83306974,0.0,False
drone_0007_150_0043,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.7889971,sat_0071,0.7889971,0.0,False
drone_0007_150_0044,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.78698224,sat_0071,0.78698224,0.0,False
drone_0007_150_0045,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8394007,sat_0071,0.8394007,0.0,False
drone_0007_150_0046,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.8048046,sat_0071,0.8048046,0.0,False
drone_0007_150_0047,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.8372063,sat_0071,0.8372063,0.0,False
drone_0007_150_0048,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.8170155,sat_0071,0.8170155,0.0,False
drone_0007_150_0049,0007,150,sat_0007,3,0.3333333333333333,sat_0058,0058,0.829165,sat_0071,0.829165,0.0,False
drone_0008_150_0000,0008,150,sat_0008,1,1.0,sat_0008,0008,0.85690594,sat_0058,0.5671503,0.28975564,True
drone_0008_150_0001,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8480078,sat_0058,0.5899643,0.25804353,True
drone_0008_150_0002,0008,150,sat_0008,1,1.0,sat_0008,0008,0.86754197,sat_0058,0.5718066,0.29573536,True
drone_0008_150_0003,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8220649,sat_0198,0.6032044,0.21886045,True
drone_0008_150_0004,0008,150,sat_0008,1,1.0,sat_0008,0008,0.87947917,sat_0058,0.55150115,0.32797801,True
drone_0008_150_0005,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8303342,sat_0198,0.5900146,0.24031961,True
drone_0008_150_0006,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8077243,sat_0198,0.5721747,0.23554957,True
drone_0008_150_0007,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7489648,sat_0198,0.5742227,0.1747421,True
drone_0008_150_0008,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7079636,sat_0198,0.666394,0.04156959,True
drone_0008_150_0009,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7585676,sat_0198,0.64232075,0.11624682,True
drone_0008_150_0010,0008,150,sat_0008,1,1.0,sat_0008,0008,0.77500457,sat_0198,0.60481876,0.1701858,True
drone_0008_150_0011,0008,150,sat_0008,1,1.0,sat_0008,0008,0.74289095,sat_0198,0.6056961,0.13719487,True
drone_0008_150_0012,0008,150,sat_0008,1,1.0,sat_0008,0008,0.73249406,sat_0198,0.56243455,0.1700595,True
drone_0008_150_0013,0008,150,sat_0008,1,1.0,sat_0008,0008,0.6967241,sat_0198,0.5841801,0.112544,True
drone_0008_150_0014,0008,150,sat_0008,2,0.5,sat_0198,0198,0.6658911,sat_0008,0.6433853,0.02250582,False
drone_0008_150_0015,0008,150,sat_0008,2,0.5,sat_0198,0198,0.69586766,sat_0008,0.68889093,0.0069767237,False
drone_0008_150_0016,0008,150,sat_0008,2,0.5,sat_0198,0198,0.7530719,sat_0008,0.62921417,0.12385774,False
drone_0008_150_0017,0008,150,sat_0008,1,1.0,sat_0008,0008,0.6477752,sat_0198,0.5987077,0.049067497,True
drone_0008_150_0018,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7149512,sat_0198,0.5563015,0.15864974,True
drone_0008_150_0019,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7887458,sat_0058,0.501549,0.28719682,True
drone_0008_150_0020,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8572861,sat_0058,0.43745834,0.41982776,True
drone_0008_150_0021,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8957886,sat_0058,0.53916395,0.35662466,True
drone_0008_150_0022,0008,150,sat_0008,1,1.0,sat_0008,0008,0.84965426,sat_0058,0.48251438,0.36713988,True
drone_0008_150_0023,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8595674,sat_0058,0.5259621,0.3336053,True
drone_0008_150_0024,0008,150,sat_0008,1,1.0,sat_0008,0008,0.81581736,sat_0198,0.54017395,0.2756434,True
drone_0008_150_0025,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7971174,sat_0058,0.5576581,0.23945934,True
drone_0008_150_0026,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7803435,sat_0198,0.59873676,0.18160671,True
drone_0008_150_0027,0008,150,sat_0008,1,1.0,sat_0008,0008,0.75512856,sat_0198,0.63307804,0.122050524,True
drone_0008_150_0028,0008,150,sat_0008,1,1.0,sat_0008,0008,0.77880573,sat_0198,0.56924367,0.20956206,True
drone_0008_150_0029,0008,150,sat_0008,1,1.0,sat_0008,0008,0.79074645,sat_0198,0.5801821,0.21056437,True
drone_0008_150_0030,0008,150,sat_0008,1,1.0,sat_0008,0008,0.81953067,sat_0198,0.60972005,0.20981061,True
drone_0008_150_0031,0008,150,sat_0008,1,1.0,sat_0008,0008,0.81173456,sat_0198,0.5628712,0.24886334,True
drone_0008_150_0032,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7925388,sat_0198,0.616845,0.17569381,True
drone_0008_150_0033,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7455736,sat_0198,0.6580996,0.08747399,True
drone_0008_150_0034,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7990184,sat_0198,0.61965644,0.17936194,True
drone_0008_150_0035,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8146389,sat_0198,0.63079166,0.18384725,True
drone_0008_150_0036,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8355852,sat_0198,0.61037946,0.22520572,True
drone_0008_150_0037,0008,150,sat_0008,1,1.0,sat_0008,0008,0.864593,sat_0198,0.5476667,0.3169263,True
drone_0008_150_0038,0008,150,sat_0008,1,1.0,sat_0008,0008,0.9024996,sat_0058,0.52904326,0.37345636,True
drone_0008_150_0039,0008,150,sat_0008,1,1.0,sat_0008,0008,0.90963537,sat_0058,0.53089786,0.3787375,True
drone_0008_150_0040,0008,150,sat_0008,1,1.0,sat_0008,0008,0.9051597,sat_0058,0.46797362,0.4371861,True
drone_0008_150_0041,0008,150,sat_0008,1,1.0,sat_0008,0008,0.86444664,sat_0198,0.53302205,0.3314246,True
drone_0008_150_0042,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8659526,sat_0198,0.5215911,0.34436148,True
drone_0008_150_0043,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8525599,sat_0198,0.5437772,0.3087827,True
drone_0008_150_0044,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7816814,sat_0198,0.63276714,0.14891428,True
drone_0008_150_0045,0008,150,sat_0008,1,1.0,sat_0008,0008,0.8223705,sat_0198,0.6114838,0.21088672,True
drone_0008_150_0046,0008,150,sat_0008,1,1.0,sat_0008,0008,0.7979404,sat_0198,0.592841,0.20509934,True
drone_0008_150_0047,0008,150,sat_0008,1,1.0,sat_0008,0008,0.81123656,sat_0058,0.5452884,0.26594818,True
drone_0008_150_0048,0008,150,sat_0008,1,1.0,sat_0008,0008,0.85133004,sat_0058,0.5634638,0.28786623,True
drone_0008_150_0049,0008,150,sat_0008,1,1.0,sat_0008,0008,0.82738614,sat_0058,0.55115235,0.2762338,True
drone_0009_150_0000,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8973176,sat_0007,0.38169348,0.5156241,True
drone_0009_150_0001,0009,150,sat_0009,1,1.0,sat_0009,0009,0.9017266,sat_0007,0.3571785,0.5445481,True
drone_0009_150_0002,0009,150,sat_0009,1,1.0,sat_0009,0009,0.89058447,sat_0007,0.3284256,0.5621589,True
drone_0009_150_0003,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8998779,sat_0007,0.35525554,0.54462236,True
drone_0009_150_0004,0009,150,sat_0009,1,1.0,sat_0009,0009,0.9206201,sat_0007,0.3685123,0.5521078,True
drone_0009_150_0005,0009,150,sat_0009,1,1.0,sat_0009,0009,0.9090111,sat_0007,0.37470937,0.53430176,True
drone_0009_150_0006,0009,150,sat_0009,1,1.0,sat_0009,0009,0.91852635,sat_0007,0.39704692,0.5214794,True
drone_0009_150_0007,0009,150,sat_0009,1,1.0,sat_0009,0009,0.9150603,sat_0007,0.37527305,0.53978723,True
drone_0009_150_0008,0009,150,sat_0009,1,1.0,sat_0009,0009,0.9088081,sat_0007,0.37856215,0.53024596,True
drone_0009_150_0009,0009,150,sat_0009,1,1.0,sat_0009,0009,0.90062475,sat_0007,0.3848096,0.51581514,True
drone_0009_150_0010,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8874262,sat_0140,0.38851315,0.49891305,True
drone_0009_150_0011,0009,150,sat_0009,1,1.0,sat_0009,0009,0.9105235,sat_0140,0.41369852,0.49682495,True
drone_0009_150_0012,0009,150,sat_0009,1,1.0,sat_0009,0009,0.91004515,sat_0140,0.46068767,0.44935748,True
drone_0009_150_0013,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8981026,sat_0140,0.48140243,0.41670015,True
drone_0009_150_0014,0009,150,sat_0009,1,1.0,sat_0009,0009,0.89982307,sat_0140,0.49689332,0.40292975,True
drone_0009_150_0015,0009,150,sat_0009,1,1.0,sat_0009,0009,0.88855803,sat_0140,0.43868345,0.44987458,True
drone_0009_150_0016,0009,150,sat_0009,1,1.0,sat_0009,0009,0.92013323,sat_0007,0.42035493,0.4997783,True
drone_0009_150_0017,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8913199,sat_0007,0.44556653,0.44575334,True
drone_0009_150_0018,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8836864,sat_0007,0.41401887,0.46966755,True
drone_0009_150_0019,0009,150,sat_0009,1,1.0,sat_0009,0009,0.86778796,sat_0007,0.4616536,0.40613437,True
drone_0009_150_0020,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8800856,sat_0007,0.41079608,0.4692895,True
drone_0009_150_0021,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8863764,sat_0140,0.4009933,0.4853831,True
drone_0009_150_0022,0009,150,sat_0009,1,1.0,sat_0009,0009,0.87298477,sat_0007,0.41660893,0.45637584,True
drone_0009_150_0023,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8680283,sat_0007,0.52736986,0.34065843,True
drone_0009_150_0024,0009,150,sat_0009,1,1.0,sat_0009,0009,0.88550586,sat_0007,0.47369918,0.41180667,True
drone_0009_150_0025,0009,150,sat_0009,1,1.0,sat_0009,0009,0.87426233,sat_0007,0.43444544,0.4398169,True
drone_0009_150_0026,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8595093,sat_0007,0.53177094,0.32773834,True
drone_0009_150_0027,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8594643,sat_0007,0.61523294,0.24423134,True
drone_0009_150_0028,0009,150,sat_0009,1,1.0,sat_0009,0009,0.87562907,sat_0007,0.57863045,0.29699862,True
drone_0009_150_0029,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8953372,sat_0007,0.5918555,0.3034817,True
drone_0009_150_0030,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8993107,sat_0007,0.5060427,0.393268,True
drone_0009_150_0031,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8882939,sat_0007,0.55103695,0.33725697,True
drone_0009_150_0032,0009,150,sat_0009,1,1.0,sat_0009,0009,0.87334996,sat_0007,0.4395278,0.43382215,True
drone_0009_150_0033,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8798344,sat_0007,0.49828658,0.38154784,True
drone_0009_150_0034,0009,150,sat_0009,1,1.0,sat_0009,0009,0.87740463,sat_0007,0.48165333,0.3957513,True
drone_0009_150_0035,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8734112,sat_0007,0.44925487,0.4241563,True
drone_0009_150_0036,0009,150,sat_0009,1,1.0,sat_0009,0009,0.84948075,sat_0140,0.37219355,0.4772872,True
drone_0009_150_0037,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8535679,sat_0140,0.36667222,0.48689568,True
drone_0009_150_0038,0009,150,sat_0009,1,1.0,sat_0009,0009,0.83330476,sat_0140,0.34724078,0.486064,True
drone_0009_150_0039,0009,150,sat_0009,1,1.0,sat_0009,0009,0.85597813,sat_0140,0.33006045,0.52591765,True
drone_0009_150_0040,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8837523,sat_0007,0.35419852,0.5295538,True
drone_0009_150_0041,0009,150,sat_0009,1,1.0,sat_0009,0009,0.86543584,sat_0007,0.33009565,0.5353402,True
drone_0009_150_0042,0009,150,sat_0009,1,1.0,sat_0009,0009,0.83250326,sat_0007,0.3016318,0.53087145,True
drone_0009_150_0043,0009,150,sat_0009,1,1.0,sat_0009,0009,0.85667515,sat_0007,0.34081703,0.5158581,True
drone_0009_150_0044,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8548723,sat_0007,0.3434726,0.5113997,True
drone_0009_150_0045,0009,150,sat_0009,1,1.0,sat_0009,0009,0.808743,sat_0007,0.30608013,0.5026629,True
drone_0009_150_0046,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8081953,sat_0007,0.28890198,0.5192933,True
drone_0009_150_0047,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8585472,sat_0007,0.3464108,0.5121364,True
drone_0009_150_0048,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8817513,sat_0007,0.3610421,0.52070916,True
drone_0009_150_0049,0009,150,sat_0009,1,1.0,sat_0009,0009,0.8991166,sat_0007,0.36415088,0.5349657,True
drone_0023_150_0000,0023,150,sat_0023,1,1.0,sat_0023,0023,0.841838,sat_0155,0.46720278,0.37463522,True
drone_0023_150_0001,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8314002,sat_0155,0.47595757,0.35544264,True
drone_0023_150_0002,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8292417,sat_0155,0.47106045,0.35818124,True
drone_0023_150_0003,0023,150,sat_0023,1,1.0,sat_0023,0023,0.83811873,sat_0155,0.4562607,0.38185802,True
drone_0023_150_0004,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8390548,sat_0155,0.46932337,0.36973146,True
drone_0023_150_0005,0023,150,sat_0023,1,1.0,sat_0023,0023,0.87014395,sat_0155,0.4331951,0.43694884,True
drone_0023_150_0006,0023,150,sat_0023,1,1.0,sat_0023,0023,0.85090905,sat_0155,0.48143452,0.36947453,True
drone_0023_150_0007,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8353794,sat_0155,0.47493064,0.36044878,True
drone_0023_150_0008,0023,150,sat_0023,1,1.0,sat_0023,0023,0.837767,sat_0155,0.48285842,0.3549086,True
drone_0023_150_0009,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8132459,sat_0155,0.48646727,0.32677862,True
drone_0023_150_0010,0023,150,sat_0023,1,1.0,sat_0023,0023,0.83653027,sat_0155,0.46180463,0.37472564,True
drone_0023_150_0011,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8434361,sat_0155,0.4451178,0.39831832,True
drone_0023_150_0012,0023,150,sat_0023,1,1.0,sat_0023,0023,0.88274896,sat_0058,0.4610661,0.42168286,True
drone_0023_150_0013,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8935817,sat_0058,0.4735999,0.41998178,True
drone_0023_150_0014,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8783418,sat_0058,0.49298632,0.38535547,True
drone_0023_150_0015,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8862481,sat_0058,0.48031276,0.40593535,True
drone_0023_150_0016,0023,150,sat_0023,1,1.0,sat_0023,0023,0.85434884,sat_0058,0.5031555,0.3511933,True
drone_0023_150_0017,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8548757,sat_0058,0.5043877,0.350488,True
drone_0023_150_0018,0023,150,sat_0023,1,1.0,sat_0023,0023,0.8094103,sat_0058,0.5479652,0.26144505,True
